Data,Produto,Cliente,Estado,Valor venda un.,Quantidade
2020-11-07T17:40:35Z,Lagarto,Adventures,Rio Grande do Norte,34.72,70
2020-11-07T17:40:35Z,Costelinha,Cowboy Random,Pará,43.22,1
2020-11-07T17:40:35Z,Cupim maturado,Random Repair,Bahia,12.45,35
2020-11-07T17:40:35Z,Chandanga,FirstVictory,Santa Catarina,28.59,18
2020-11-09T17:40:35Z,Capa do contra filé,Airhead,Rio Grande do Norte,24.27,90
2020-11-10T17:40:35Z,Pexinho bovino,Knick Knacks,Mato Grosso do Sul,7.82,19
2020-11-10T17:40:35Z,Acém bovino,Limner Studio,Acre,12.43,30
2020-11-10T17:40:35Z,Pexinho bovino,Authority Random,Piauí,7.48,48
2020-11-10T17:40:35Z,Picanha,Silence Center,Roraima,18.48,15
2020-11-10T17:40:35Z,Capa do contra filé,Herb Random,Goiás,24.87,36
2020-11-10T17:40:35Z,Capa do contra filé,Airhead,Rio Grande do Norte,24.54,50
2020-11-10T17:40:35Z,Lagarto,Odd And Ends,Acre,34.51,58
2020-11-10T17:40:35Z,Acém bovino,X Marks The Spot,Goiás,11.88,56
2020-11-10T17:40:35Z,Paleta bovino,Life Paths,Região Sul,12.11,77
2020-11-10T17:40:35Z,Pexinho bovino,Silence Center,Espírito Santo,7.76,9
2020-11-10T17:40:35Z,Lagarto,Resource Random,Goiás,34.58,26
2020-11-10T17:40:35Z,Chandanga,23Rd Century,Região Nordeste,28.30,86
2020-11-10T17:40:35Z,Costelinha,DualLight,Rio Grande do Sul,43.13,46
2020-11-10T17:40:35Z,Chandanga,Find Agenda,Acre,28.36,75
2020-11-10T17:40:35Z,Cupim maturado,Resource Refresh,Região Norte,11.83,1
2020-11-10T17:40:35Z,Alcatra,Fleet Random,São Paulo,26.93,77
2020-11-10T17:40:35Z,Pernil com osso,Random Riders,Espírito Santo,36.78,18
2020-11-10T17:40:35Z,Chandanga,Silence Center,Acre,28.20,68
2020-11-11T17:40:35Z,Capa do coxão mole,Resource Random,Pernambuco,41.57,86
2020-11-11T17:40:35Z,Toucinho,Shady Bootz,Rio Grande do Sul,11.84,83
2020-11-11T17:40:35Z,Lagarto,Handy Help,Espírito Santo,34.97,84
2020-11-11T17:40:35Z,Costela Bovina,FursKips,Goiás,34.19,93
2020-11-11T17:40:35Z,Contra filé,Eclipse Random,Rio de Janeiro,30.34,46
2020-11-12T17:40:35Z,Costelinha,Adventures,Alagoas,43.07,35
2020-11-12T17:40:35Z,Pernil com osso,23Rd Century,Roraima,36.56,55
2020-11-13T17:40:35Z,Capa do contra filé,Destroy Random,Espírito Santo,25.75,19
2020-11-13T17:40:35Z,Lagarto,Cellar Random,Paraná,34.05,62
2020-11-13T17:40:35Z,Peito bovino,Odd And Ends,Bahia,50.08,96
2020-11-13T17:40:35Z,Filé mingnon,Absent-Minded,Santa Catarina,14.73,69
2020-11-13T17:40:35Z,Peito bovino,Resource Refresh,Paraná,50.04,10
2020-11-13T17:40:35Z,Costelinha,Pop-Culture,Tocantis,42.51,46
2020-11-13T17:40:35Z,Pernil com osso,FursKips,Minas Gerais,36.85,49
2020-11-13T17:40:35Z,Lombo,Cowboy Random,Amazonas,35.00,22
2020-11-13T17:40:35Z,Capa do contra filé,Herb Random,Pernambuco,25.74,51
2020-11-13T17:40:35Z,Costela Bovina,Destroy Random,Piauí,34.14,43
2020-11-13T17:40:35Z,Lagarto,Missed Opps,Amapá,34.61,74
2020-11-13T17:40:35Z,Picanha,The Source,Goiás,18.57,93
2020-11-13T17:40:35Z,Cupim maturado,Adventures,Rio de Janeiro,11.92,6
2020-11-13T17:40:35Z,Chandanga,The Source,Região Nordeste,27.82,39
2020-11-13T17:40:35Z,Capa do coxão mole,Fleet Random,Rio Grande do Norte,41.26,23
2020-11-13T17:40:35Z,Costelinha,Find Agenda,Paraíba,42.62,33
2020-11-13T17:40:35Z,Toucinho,Random Repair,Rondônia,11.41,31
2020-11-16T17:40:35Z,Picanha,Airhead,Paraíba,18.54,31
2020-11-16T17:40:35Z,Filé mingnon,Spray Shop,Mato Grosso,14.29,31
2020-11-16T17:40:35Z,Paleta bovino,PrimeHouse,Rio Grande do Norte,12.33,8
2020-11-16T17:40:35Z,Toucinho,Destroy Random,Santa Catarina,11.51,21
2020-11-16T17:40:35Z,Alcatra,Odds And Ends,Pará,27.58,68
2020-11-16T17:40:35Z,Peito bovino,Light Random,Tocantis,49.90,48
2020-11-16T17:40:35Z,Cupim maturado,Et Cetera Systems,Pernambuco,12.17,76
2020-11-16T17:40:35Z,Lagarto,23Rd Century,Mato Grosso,33.99,59
2020-11-16T17:40:35Z,Acém bovino,Though Random,Piauí,11.93,68
2020-11-16T17:40:35Z,Picanha,Random Repair,Goiás,18.35,99
2020-11-16T17:40:35Z,Capa do coxão mole,Random Row,Rio Grande do Sul,40.47,40
2020-11-16T17:40:35Z,Pexinho bovino,Sporadic Systems,Roraima,7.93,48
2020-11-16T17:40:35Z,Picanha,Node Tech,Mato Grosso do Sul,18.92,97
2020-11-16T17:40:35Z,Capa do contra filé,Radiate Random,Santa Catarina,25.67,79
2020-11-16T17:40:35Z,Peito bovino,PrimeHouse,Alagoas,49.96,28
2020-11-16T17:40:35Z,Maminha,DualLight,Distrito Federal,28.06,75
2020-11-16T17:40:35Z,Lagarto,Radiate Random,Região Nordeste,34.93,66
2020-11-16T17:40:35Z,Chandanga,Spiritual Beings,Santa Catarina,29.41,8
2020-11-17T17:40:35Z,Pernil com osso,Radiate Random,Rio Grande do Norte,37.08,25
2020-11-17T17:40:35Z,Pernil com osso,Forel Library,Minas Gerais,36.89,65
2020-11-17T17:40:35Z,Costelinha,Cowboy Random,Rio Grande do Norte,42.71,74
2020-11-17T17:40:35Z,Pernil com osso,Muno Random,Sergipe,36.74,93
2020-11-17T17:40:35Z,Maminha,Absent-Minded,Amapá,28.33,41
2020-11-17T17:40:35Z,Costelinha,Random Refresh,Acre,42.85,27
2020-11-17T17:40:35Z,Maminha,Knick Knacks,Acre,28.17,54
2020-11-17T17:40:35Z,Capa do contra filé,Node Tech,Rondônia,25.50,88
2020-11-17T17:40:35Z,Toucinho,Random Refresh,Distrito Federal,11.27,19
2020-11-17T17:40:35Z,Maminha,Motion Random,Roraima,28.85,36
2020-11-17T17:40:35Z,Pexinho bovino,Silence Center,Tocantis,7.84,24
2020-11-17T17:40:35Z,Alcatra,X Marks The Spot,Piauí,26.70,74
2020-11-17T17:40:35Z,Peito bovino,Shady Bootz,Rondônia,49.90,94
2020-11-17T17:40:35Z,Lagarto,Light Random,Alagoas,34.50,95
2020-11-18T17:40:35Z,Pexinho bovino,Et Cetera Systems,Sergipe,7.05,89
2020-11-18T17:40:35Z,Lombo,Random Refresh,Amapá,35.75,67
2020-11-18T17:40:35Z,Cupim maturado,Empty Particles,Ceará,12.66,78
2020-11-18T17:40:35Z,Cupim maturado,Silence Center,Região Sudeste,12.54,7
2020-11-18T17:40:35Z,Capa do contra filé,Sense Random,Mato Grosso,25.78,18
2020-11-18T17:40:35Z,Capa do coxão mole,Cowboy Random,Tocantis,40.90,56
2020-11-18T17:40:35Z,Chandanga,Limner Studio,Rio Grande do Norte,28.89,37
2020-11-18T17:40:35Z,Filé mingnon,The Source,Paraná,14.09,94
2020-11-18T17:40:35Z,Filé mingnon,Airhead,Rio Grande do Norte,13.96,14
2020-11-18T17:40:35Z,Lombo,Sense Random,Amapá,35.21,70
2020-11-18T17:40:35Z,Alcatra,Et Cetera,Ceará,27.17,2
2020-11-18T17:40:35Z,Peito bovino,Eclipse Random,Região Nordeste,50.38,54
2020-11-18T17:40:35Z,Pexinho bovino,PrimeHouse,Pernambuco,7.99,34
2020-11-18T17:40:35Z,Toucinho,Random Repair,Rio Grande do Norte,11.48,2
2020-11-18T17:40:35Z,Toucinho,XyloFurniture,Minas Gerais,12.05,83
2020-11-18T17:40:35Z,Paleta bovino,Fleet Random,Alagoas,12.44,16
2020-11-19T17:40:35Z,Capa do contra filé,Odds And Ends,Santa Catarina,25.23,99
2020-11-19T17:40:35Z,Picanha,Missed Opps,Alagoas,19.99,59
2020-11-19T17:40:35Z,Capa do contra filé,Spray Shop,Região Nordeste,25.68,24
2020-11-19T17:40:35Z,Costelinha,Spiritual Beings,Amapá,42.94,73
2020-11-19T17:40:35Z,Chandanga,Muno Random,Amazonas,29.57,78
2020-11-19T17:40:35Z,Paleta bovino,Muno Random,Mato Grosso do Sul,11.81,66
2020-11-19T17:40:35Z,Lombo,Missed Opps,Santa Catarina,35.49,8
2020-11-19T17:40:35Z,Acém bovino,Sporadic Systems,Ceará,11.30,71
2020-11-19T17:40:35Z,Costelinha,XyloFurniture,Acre,42.59,97
2020-11-19T17:40:35Z,Capa do contra filé,Odds And Ends,Goiás,25.96,25
2020-11-19T17:40:35Z,Capa do contra filé,Absent-Minded,Rio de Janeiro,25.37,75
2020-11-19T17:40:35Z,Capa do contra filé,Spiritual Beings,Sergipe,26.22,62
2020-11-19T17:40:35Z,Contra filé,Odds And Ends,Amazonas,30.20,1
2020-11-19T17:40:35Z,Capa do contra filé,CraftCreate,Bahia,25.63,10
2020-11-20T17:40:35Z,Chandanga,Motion Random,Mato Grosso do Sul,29.40,65
2020-11-20T17:40:35Z,Costela Bovina,X Marks The Spot,Região Nordeste,33.89,9
2020-11-20T17:40:35Z,Contra filé,CraftCreate,Ceará,30.13,29
2020-11-20T17:40:35Z,Lagarto,Light Random,Distrito Federal,34.23,12
2020-11-20T17:40:35Z,Capa do contra filé,Eclipse Random,Região Sudeste,25.38,98
2020-11-23T17:40:35Z,Pexinho bovino,Odds And Ends,Rio Grande do Norte,8.04,60
2020-11-23T17:40:35Z,Maminha,Random Refresh,Mato Grosso do Sul,28.01,84
2020-11-23T17:40:35Z,Paleta bovino,The Source,Piauí,12.40,57
2020-11-24T17:40:35Z,Costelinha,The Source,Acre,42.56,20
2020-11-24T17:40:35Z,Acém bovino,Airhead,Pará,11.81,53
2020-11-24T17:40:35Z,Lagarto,The Source,Mato Grosso do Sul,34.70,24
2020-11-24T17:40:35Z,Filé mingnon,Odds And Ends,Santa Catarina,13.51,17
2020-11-24T17:40:35Z,Capa do contra filé,Random Reason,Amazonas,25.88,43
2020-11-24T17:40:35Z,Costela Bovina,23Rd Century,Mato Grosso,34.62,6
2020-11-24T17:40:35Z,Alcatra,Find Agenda,Amapá,26.44,72
2020-11-24T17:40:35Z,Costelinha,Spiritual Beings,Tocantis,43.11,68
2020-11-24T17:40:35Z,Costela Bovina,Radiate Random,Tocantis,34.63,24
2020-11-24T17:40:35Z,Capa do coxão mole,Et Cetera,Região Norte,41.27,14
2020-11-24T17:40:35Z,Paleta bovino,Pop-Culture,Rio Grande do Sul,12.39,7
2020-11-24T17:40:35Z,Lagarto,Random Riders,Sergipe,34.92,35
2020-11-24T17:40:35Z,Maminha,Empty Particles,Região Norte,28.87,54
2020-11-24T17:40:35Z,Filé mingnon,Sporadic Systems,São Paulo,14.04,16
2020-11-24T17:40:35Z,Alcatra,Spray Shop,Mato Grosso do Sul,27.02,52
2020-11-24T17:40:35Z,Capa do contra filé,Authority Random,Pará,25.92,79
2020-11-25T17:40:35Z,Capa do contra filé,Random Refresh,Bahia,26.07,64
2020-11-25T17:40:35Z,Alcatra,CraftCreate,Distrito Federal,26.65,71
2020-11-25T17:40:35Z,Costela Bovina,In A Pinch,Rio Grande do Sul,34.17,92
2020-11-25T17:40:35Z,Filé mingnon,Light Random,Tocantis,12.93,8
2020-11-25T17:40:35Z,Maminha,Fleet Random,Maranhão,28.77,29
2020-11-25T17:40:35Z,Lombo,DualLight,Pernambuco,35.93,52
2020-11-25T17:40:35Z,Costela Bovina,Odds And Ends,Rio Grande do Sul,34.46,49
2020-11-25T17:40:35Z,Costelinha,Life Paths,Região Sul,42.83,89
2020-11-25T17:40:35Z,Filé mingnon,Life Paths,Maranhão,13.02,68
2020-11-25T17:40:35Z,Chandanga,Et Cetera,Distrito Federal,28.92,64
2020-11-25T17:40:35Z,Capa do contra filé,XyloFurniture,Goiás,25.94,98
2020-11-26T17:40:35Z,Alcatra,Resource Refresh,Espírito Santo,27.13,80
2020-11-26T17:40:35Z,Alcatra,Eclipse Random,Bahia,26.62,42
2020-11-26T17:40:35Z,Toucinho,Fleet Random,Goiás,11.74,30
2020-11-26T17:40:35Z,Acém bovino,Though Random,Paraná,10.95,41
2020-11-26T17:40:35Z,Acém bovino,Random Reason,Região Norte,11.06,85
2020-11-26T17:40:35Z,Capa do contra filé,XyloFurniture,Rio Grande do Sul,25.54,56
2020-11-26T17:40:35Z,Costelinha,Life Paths,Espírito Santo,43.15,31
2020-11-26T17:40:35Z,Alcatra,Et Cetera Systems,Goiás,27.15,12
2020-11-26T17:40:35Z,Picanha,Authority Random,Região Sul,20.16,69
2020-11-26T17:40:35Z,Pernil com osso,Destroy Random,Acre,37.97,76
2020-11-26T17:40:35Z,Lagarto,Lifestyle Random,Tocantis,35.31,42
2020-11-26T17:40:35Z,Costelinha,Herb Random,Mato Grosso,42.80,36
2020-11-26T17:40:35Z,Maminha,Sporadic Systems,Região Nordeste,28.90,80
2020-11-26T17:40:35Z,Pexinho bovino,Light Random,Paraná,7.14,12
2020-11-26T17:40:35Z,Costelinha,Random Reason,Ceará,42.90,31
2020-11-26T17:40:35Z,Chandanga,Puzzles,Amapá,29.25,54
2020-11-26T17:40:35Z,Filé mingnon,Pop-Culture,Mato Grosso do Sul,13.42,37
2020-11-26T17:40:35Z,Toucinho,Shady Bootz,Goiás,11.59,15
2020-11-26T17:40:35Z,Paleta bovino,Eclipse Random,Piauí,12.20,2
2020-11-27T17:40:35Z,Paleta bovino,Essentials,Goiás,12.28,24
2020-11-27T17:40:35Z,Toucinho,DualLight,Amazonas,11.24,84
2020-11-27T17:40:35Z,Lombo,Handy Help,Santa Catarina,35.18,8
2020-11-27T17:40:35Z,Alcatra,Limner Studio,Região Sudeste,26.71,29
2020-11-27T17:40:35Z,Picanha,Cellar Random,Região Sul,19.24,95
2020-11-27T17:40:35Z,Cupim maturado,Limner Studio,Rondônia,12.06,49
2020-11-27T17:40:35Z,Lagarto,Silence Center,Minas Gerais,35.03,81
2020-11-27T17:40:35Z,Contra filé,Missed Opps,Região Sul,30.52,30
2020-11-27T17:40:35Z,Filé mingnon,Node Tech,Rondônia,12.75,10
2020-11-27T17:40:35Z,Contra filé,Limner Studio,Santa Catarina,30.81,48
2020-11-27T17:40:35Z,Capa do coxão mole,Forel Library,Pernambuco,40.71,16
2020-11-27T17:40:35Z,Chandanga,Vappa Shop,Sergipe,29.32,31
2020-11-27T17:40:35Z,Contra filé,X Marks The Spot,Amapá,30.50,19
2020-11-27T17:40:35Z,Pernil com osso,Airhead,Rio Grande do Norte,37.69,65
2020-11-27T17:40:35Z,Picanha,In A Pinch,Paraná,20.14,30
2020-11-27T17:40:35Z,Chandanga,Sporadic Systems,Paraíba,28.76,77
2020-11-27T17:40:35Z,Pexinho bovino,TRUE Random,Espírito Santo,7.75,41
2020-11-27T17:40:35Z,Paleta bovino,Muno Random,Maranhão,11.66,86
2020-11-28T17:40:35Z,Pexinho bovino,Missed Opps,Pernambuco,7.99,41
2020-11-28T17:40:35Z,Maminha,Limner Studio,Pará,28.31,14
2020-11-28T17:40:35Z,Lagarto,Sporadic Systems,Acre,35.36,77
2020-11-28T17:40:35Z,Peito bovino,Empty Particles,Alagoas,50.24,92
2020-11-28T17:40:35Z,Alcatra,Cellar Random,Mato Grosso do Sul,26.79,42
2020-11-28T17:40:35Z,Filé mingnon,Random Repair,Amazonas,12.72,36
2020-11-28T17:40:35Z,Alcatra,Resource Refresh,Sergipe,27.19,98
2020-11-28T17:40:35Z,Costela Bovina,TRUE Random,Maranhão,34.15,54
2020-11-28T17:40:35Z,Costelinha,Pop-Culture,Tocantis,43.43,28
2020-11-28T17:40:35Z,Costela Bovina,Resource Random,Ceará,34.38,11
2020-11-28T17:40:35Z,Costela Bovina,Empty Particles,Santa Catarina,34.35,98
2020-11-28T17:40:35Z,Alcatra,FirstVictory,Tocantis,26.32,45
2020-11-28T17:40:35Z,Toucinho,Spray Shop,Alagoas,11.83,49
2020-11-28T17:40:35Z,Capa do contra filé,Sense Random,Distrito Federal,25.62,17
2020-11-28T17:40:35Z,Toucinho,Sense Random,Minas Gerais,11.99,34
2020-11-28T17:40:35Z,Costelinha,Spray Shop,Rio de Janeiro,43.83,39
2020-11-28T17:40:35Z,Lagarto,Nick Knacks,Ceará,35.09,13
2020-12-01T17:40:35Z,Pexinho bovino,Handy Help,Pará,7.21,34
2020-12-01T17:40:35Z,Maminha,X Marks The Spot,Piauí,27.40,47
2020-12-01T17:40:35Z,Picanha,Random Refresh,Roraima,18.43,37
2020-12-01T17:40:35Z,Maminha,Light Random,Maranhão,27.24,50
2020-12-01T17:40:35Z,Toucinho,Authority Random,Alagoas,12.08,29
2020-12-01T17:40:35Z,Toucinho,Et Cetera,Mato Grosso do Sul,11.45,37
2020-12-01T17:40:35Z,Acém bovino,Destroy Random,Amapá,11.79,18
2020-12-01T17:40:35Z,Pexinho bovino,Odds And Ends,Rio de Janeiro,6.91,64
2020-12-01T17:40:35Z,Filé mingnon,Random Refresh,Mato Grosso,13.34,59
2020-12-02T17:40:35Z,Paleta bovino,The Source,Rio de Janeiro,11.92,68
2020-12-02T17:40:35Z,Capa do coxão mole,Life Paths,Rio Grande do Sul,40.96,13
2020-12-02T17:40:35Z,Costelinha,Lifestyle Random,Tocantis,42.19,26
2020-12-02T17:40:35Z,Maminha,Vappa Shop,Pernambuco,27.81,91
2020-12-02T17:40:35Z,Lagarto,Random Riders,Sergipe,34.87,70
2020-12-02T17:40:35Z,Picanha,Lifestyle Random,Rio de Janeiro,18.67,62
2020-12-02T17:40:35Z,Alcatra,Random Reason,Amapá,26.69,18
2020-12-02T17:40:35Z,Peito bovino,Random Row,Mato Grosso do Sul,49.76,74
2020-12-02T17:40:35Z,Pernil com osso,Random Refresh,Pernambuco,37.52,26
2020-12-02T17:40:35Z,Paleta bovino,Essentials,Maranhão,12.43,73
2020-12-02T17:40:35Z,Costelinha,Node Tech,Paraná,42.32,1
2020-12-02T17:40:35Z,Acém bovino,Lifestyle Random,Rio Grande do Norte,11.50,93
2020-12-02T17:40:35Z,Peito bovino,Resource Refresh,Santa Catarina,49.46,19
2020-12-02T17:40:35Z,Cupim maturado,XyloFurniture,Rio Grande do Sul,12.59,24
2020-12-02T17:40:35Z,Costela Bovina,Destroy Random,Goiás,34.78,45
2020-12-02T17:40:35Z,Pernil com osso,23Rd Century,Amazonas,38.35,81
2020-12-02T17:40:35Z,Picanha,Million Random,Maranhão,19.31,32
2020-12-02T17:40:35Z,Chandanga,Radiate Random,Distrito Federal,28.79,32
2020-12-03T17:40:35Z,Pernil com osso,FirstVictory,Amazonas,37.82,16
2020-12-03T17:40:35Z,Picanha,Random Riders,Acre,18.53,12
2020-12-03T17:40:35Z,Contra filé,TRUE Random,Paraná,30.55,97
2020-12-03T17:40:35Z,Alcatra,Odds And Ends,Acre,26.64,9
2020-12-03T17:40:35Z,Costela Bovina,Find Agenda,São Paulo,35.18,4
2020-12-03T17:40:35Z,Cupim maturado,XyloFurniture,Região Norte,12.20,95
2020-12-03T17:40:35Z,Paleta bovino,CraftCreate,São Paulo,12.28,9
2020-12-03T17:40:35Z,Contra filé,23Rd Century,Amapá,30.34,91
2020-12-03T17:40:35Z,Contra filé,Random Row,Tocantis,30.96,92
2020-12-03T17:40:35Z,Capa do coxão mole,XyloFurniture,Paraná,40.27,11
2020-12-04T17:40:35Z,Contra filé,Find Agenda,Região Norte,30.19,55
2020-12-04T17:40:35Z,Pexinho bovino,Et Cetera,Pará,6.75,13
2020-12-04T17:40:35Z,Lombo,Adventures,Alagoas,35.42,15
2020-12-04T17:40:35Z,Lagarto,Et Cetera,Distrito Federal,35.36,85
2020-12-04T17:40:35Z,Cupim maturado,Sense Random,Rio Grande do Norte,12.51,30
2020-12-05T17:40:35Z,Capa do contra filé,Adventures,Ceará,24.68,56
2020-12-05T17:40:35Z,Pexinho bovino,FursKips,Minas Gerais,6.35,34
2020-12-05T17:40:35Z,Picanha,Though Random,Rondônia,19.15,90
2020-12-05T17:40:35Z,Filé mingnon,Missed Opps,Região Sudeste,13.83,52
2020-12-05T17:40:35Z,Lombo,FirstVictory,Alagoas,35.81,15
2020-12-05T17:40:35Z,Picanha,Eclipse Random,Goiás,19.05,49
2020-12-07T17:40:35Z,Toucinho,Airhead,Rio de Janeiro,11.28,48
2020-12-07T17:40:35Z,Filé mingnon,Resource Refresh,Mato Grosso do Sul,13.80,97
2020-12-07T17:40:35Z,Lagarto,Missed Opps,Minas Gerais,34.45,67
2020-12-07T17:40:35Z,Lagarto,Node Tech,Distrito Federal,34.64,58
2020-12-07T17:40:35Z,Capa do contra filé,Odd And Ends,Distrito Federal,24.51,1
2020-12-07T17:40:35Z,Capa do coxão mole,Million Random,Paraíba,40.96,37
2020-12-07T17:40:35Z,Picanha,DualLight,Espírito Santo,19.00,82
2020-12-07T17:40:35Z,Paleta bovino,Cowboy Random,Região Sudeste,12.53,88
2020-12-07T17:40:35Z,Alcatra,Sporadic Systems,Rio de Janeiro,27.49,79
2020-12-08T17:40:35Z,Capa do contra filé,Find Agenda,Rio Grande do Norte,25.19,78
2020-12-08T17:40:35Z,Pexinho bovino,Destroy Random,Goiás,6.62,17
2020-12-08T17:40:35Z,Filé mingnon,Cowboy Random,Pará,14.13,32
2020-12-08T17:40:35Z,Toucinho,Et Cetera Systems,Amapá,11.79,28
2020-12-08T17:40:35Z,Maminha,23Rd Century,Rondônia,27.76,23
2020-12-09T17:40:35Z,Paleta bovino,Resource Random,Mato Grosso,11.91,47
2020-12-10T17:40:35Z,Peito bovino,TRUE Random,Santa Catarina,49.57,67
2020-12-10T17:40:35Z,Maminha,Random Refresh,Alagoas,27.93,34
2020-12-10T17:40:35Z,Cupim maturado,Random Riders,Roraima,12.46,30
2020-12-10T17:40:35Z,Toucinho,Cellar Random,Espírito Santo,12.19,9
2020-12-10T17:40:35Z,Chandanga,Spiritual Beings,Roraima,28.18,69
2020-12-10T17:40:35Z,Lombo,Lifestyle Random,Sergipe,35.43,1
2020-12-10T17:40:35Z,Lombo,Sense Random,Paraná,35.38,29
2020-12-11T17:40:35Z,Toucinho,Et Cetera Systems,Tocantis,12.17,89
2020-12-11T17:40:35Z,Chandanga,Odds And Ends,Região Nordeste,28.38,28
2020-12-12T17:40:35Z,Capa do contra filé,PrimeHouse,Rio Grande do Sul,25.20,35
2020-12-12T17:40:35Z,Costela Bovina,Node Tech,Pernambuco,34.78,21
2020-12-12T17:40:35Z,Contra filé,Forel Library,Amapá,30.84,63
2020-12-12T17:40:35Z,Alcatra,Random Row,Alagoas,27.64,94
2020-12-12T17:40:35Z,Costelinha,23Rd Century,Sergipe,42.38,6
2020-12-12T17:40:35Z,Chandanga,Node Tech,Mato Grosso do Sul,28.38,99
2020-12-12T17:40:35Z,Lombo,Nick Knacks,Maranhão,35.94,48
2020-12-12T17:40:35Z,Cupim maturado,Random Repair,Pernambuco,12.17,63
2020-12-12T17:40:35Z,Chandanga,Life Paths,Acre,28.19,50
2020-12-14T17:40:35Z,Acém bovino,Life Paths,Rio Grande do Norte,11.34,24
2020-12-14T17:40:35Z,Pexinho bovino,Node Tech,Tocantis,6.87,28
2020-12-14T17:40:35Z,Capa do coxão mole,Shady Bootz,Mato Grosso do Sul,40.51,41
2020-12-14T17:40:35Z,Filé mingnon,Eclipse Random,Rio de Janeiro,14.17,69
2020-12-14T17:40:35Z,Lombo,Cellar Random,Sergipe,35.62,50
2020-12-14T17:40:35Z,Acém bovino,Shady Bootz,Sergipe,10.84,40
2020-12-14T17:40:35Z,Maminha,23Rd Century,Pará,27.40,10
2020-12-14T17:40:35Z,Capa do contra filé,Sporadic Systems,Amapá,24.83,57
2020-12-14T17:40:35Z,Alcatra,Cowboy Random,Roraima,27.07,67
2020-12-14T17:40:35Z,Costelinha,The Source,Maranhão,42.86,73
2020-12-14T17:40:35Z,Picanha,X Marks The Spot,Pará,18.85,34
2020-12-14T17:40:35Z,Contra filé,Et Cetera,Paraíba,30.92,71
2020-12-14T17:40:35Z,Picanha,Nick Knacks,Acre,19.13,69
2020-12-14T17:40:35Z,Cupim maturado,XyloFurniture,Santa Catarina,12.21,44
2020-12-15T17:40:35Z,Paleta bovino,Fleet Random,Goiás,11.20,65
2020-12-15T17:40:35Z,Maminha,Odd And Ends,Rio Grande do Norte,27.81,45
2020-12-15T17:40:35Z,Capa do contra filé,Light Random,Pernambuco,25.00,4
2020-12-15T17:40:35Z,Paleta bovino,Random Row,Minas Gerais,10.71,15
2020-12-15T17:40:35Z,Alcatra,Random Reason,Goiás,27.19,35
2020-12-16T17:40:35Z,Lombo,Radiate Random,Rondônia,36.09,93
2020-12-16T17:40:35Z,Maminha,Eclipse Random,Pernambuco,27.39,54
2020-12-16T17:40:35Z,Costelinha,Odd And Ends,Mato Grosso do Sul,42.27,63
2020-12-16T17:40:35Z,Pexinho bovino,Shady Bootz,São Paulo,6.75,27
2020-12-16T17:40:35Z,Filé mingnon,FursKips,Região Sul,14.04,44
2020-12-16T17:40:35Z,Lagarto,Et Cetera Systems,Pernambuco,34.55,10
2020-12-16T17:40:35Z,Peito bovino,Puzzles,Amapá,49.39,97
2020-12-16T17:40:35Z,Peito bovino,The Source,Sergipe,49.48,64
2020-12-16T17:40:35Z,Capa do coxão mole,Sporadic Systems,Goiás,41.09,17
2020-12-16T17:40:35Z,Alcatra,Pop-Culture,Roraima,27.62,9
2020-12-16T17:40:35Z,Maminha,Herb Random,Rondônia,27.32,94
2020-12-16T17:40:35Z,Costelinha,Random Refresh,Espírito Santo,42.46,20
2020-12-16T17:40:35Z,Lombo,Random Refresh,Distrito Federal,35.29,69
2020-12-16T17:40:35Z,Maminha,Node Tech,Sergipe,27.77,97
2020-12-16T17:40:35Z,Picanha,Random Refresh,Paraíba,18.37,28
2020-12-16T17:40:35Z,Peito bovino,23Rd Century,Roraima,49.09,55
2020-12-16T17:40:35Z,Acém bovino,Random Refresh,Piauí,10.96,87
2020-12-16T17:40:35Z,Chandanga,Vappa Shop,Rio de Janeiro,28.58,13
2020-12-16T17:40:35Z,Paleta bovino,Life Paths,Região Norte,11.66,81
2020-12-17T17:40:35Z,Filé mingnon,Light Random,Amapá,14.01,95
2020-12-17T17:40:35Z,Costela Bovina,Adventures,Roraima,35.05,51
2020-12-17T17:40:35Z,Pernil com osso,Sense Random,São Paulo,37.84,57
2020-12-17T17:40:35Z,Capa do coxão mole,Sporadic Systems,Rondônia,41.22,44
2020-12-17T17:40:35Z,Acém bovino,Cowboy Random,Roraima,10.73,86
2020-12-17T17:40:35Z,Cupim maturado,Sense Random,Amazonas,12.65,40
2020-12-17T17:40:35Z,Capa do contra filé,Light Random,Minas Gerais,25.34,66
2020-12-17T17:40:35Z,Capa do coxão mole,Random Riders,São Paulo,40.27,45
2020-12-17T17:40:35Z,Capa do contra filé,PrimeHouse,Região Sul,24.40,9
2020-12-17T17:40:35Z,Chandanga,Motion Random,Santa Catarina,28.22,37
2020-12-17T17:40:35Z,Capa do coxão mole,Sporadic Systems,Espírito Santo,40.77,23
2020-12-17T17:40:35Z,Alcatra,Limner Studio,Amapá,27.44,55
2020-12-17T17:40:35Z,Picanha,Knick Knacks,Rondônia,18.40,91
2020-12-18T17:40:35Z,Toucinho,CraftCreate,Paraná,11.89,13
2020-12-18T17:40:35Z,Lombo,Lifestyle Random,Paraíba,35.90,1
2020-12-18T17:40:35Z,Pernil com osso,Spray Shop,Paraná,37.91,29
2020-12-18T17:40:35Z,Capa do coxão mole,Sporadic Systems,Região Sul,40.53,97
2020-12-18T17:40:35Z,Lombo,DualLight,Região Norte,35.64,83
